type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;mn;v;19100;;0;85;620.0;5;169800;144800.0;25000.0;0;0;1;0;0;;45.14289;1.52159;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;19031;0303;190310303;H;19;8.16;1.0;0.049;8.08;9.0;0.049;1997.65
pr;mn;v;19240;;0;85;2000.0;5;153000;123000.0;30000.0;0;0;1;0;0;;45.20809;1.46377;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;19246;0000;192460000;Z;19;7.055;2.0;0.047;7.055;2.0;0.047;1800.0
pr;mn;v;19240;;0;80;1300.0;5;149700;114700.0;35000.0;0;0;1;0;0;;45.1898;1.43244;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;19278;0000;192780000;Z;19;8.32;1.0;0.053;8.32;1.0;0.053;1871.25
pr;mn;v;19130;;0;85;1000.0;5;122600;109600.0;13000.0;0;0;1;0;0;;45.29313;1.43933;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;19288;0000;192880000;Z;19;;;;;;;1442.35
pr;mn;v;19130;;0;80;1650.0;5;138800;105300.0;33500.0;0;0;1;0;0;;45.26481;1.41524;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;19153;0000;191530000;Z;19;6.7;1.0;0.046;6.7;1.0;0.046;1735.0
pr;mn;v;19360;;0;80;1188.0;5;125600;101600.0;24000.0;0;0;1;0;0;;45.19419;1.62022;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;19123;0201;191230201;H;19;;;;;;;1570.0
pr;mn;v;19360;;0;80;1760.0;5;153300;105300.0;48000.0;0;0;1;0;0;;45.17441;1.58572;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;19123;0101;191230101;H;19;;;;;;;1916.25
pr;m;v;19240;;0;160;;4;80000;;;339;0;0;0;0;;45.25757;1.4754;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;19005;0000;190050000;Z;19;;;;;;;500.0
pr;mn;v;19130;;0;85;700.0;5;129200;109200.0;20000.0;0;0;1;0;0;;45.23736;1.38993;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;19182;0000;191820000;Z;19;;;;;;;1520.0
pr;mn;v;19600;;0;80;1000.0;5;131000;99000.0;32000.0;0;0;1;0;0;;45.14979;1.43332;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;19229;0000;192290000;Z;19;5.82;1.0;0.043;5.82;1.0;0.043;1637.5
