DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
16;16015;pa;a;a;l;1;0;39.0;400.0;0.0;0.0;0.0;5
16;16015;pa;a;a;l;2;0;56.0;510.0;0.5;0.5;0.0;2
16;16015;pa;a;a;l;2;C;38.0;385.0;0.5;0.0;1.0;2
16;16015;pa;a;a;l;2;D;47.0;500.0;0.0;0.0;0.0;1
16;16015;pa;a;a;l;3;0;82.0;675.0;1.0;0.0;0.5;2
16;16015;pa;a;a;l;3;C;74.0;640.0;1.0;0.0;1.0;1
16;16015;pa;a;a;l;3;D;61.0;390.0;1.0;0.0;0.0;1
16;16015;pa;a;a;l;4;D;77.0;680.0;1.0;0.0;0.0;1
16;16015;pa;a;a;l;5;0;110.0;370.0;1.0;0.0;0.0;1
16;16015;pa;a;m;l;2;0;48.0;520.0;0.0;0.0;0.0;1
16;16015;pa;a;m;l;4;0;81.0;720.0;0.0;0.0;1.0;1
16;16015;pa;a;m;l;8;0;124.0;380.0;1.0;0.0;1.0;1
16;16015;pr;a;a;l;1;0;20.5;350.0;0.0;0.33;0.0;6
16;16015;pr;a;a;l;1;C;25.0;360.0;0.0;1.0;0.0;1
16;16015;pr;a;a;l;1;D;25.0;350.0;0.11;0.56;0.11;9
16;16015;pr;a;a;l;1;E;25.0;350.0;0.0;0.12;0.25;8
16;16015;pr;a;a;l;1;F;27.5;342.5;0.0;0.0;0.5;2
16;16015;pr;a;a;l;1;G;22.5;315.0;0.0;0.0;0.0;2
16;16015;pr;a;a;l;1;VI;22.0;335.0;0.0;1.0;0.0;3
16;16015;pr;a;a;l;2;0;45.0;415.0;0.0;0.56;0.11;9
16;16015;pr;a;a;l;2;B;48.0;414.0;0.43;0.14;0.86;7
16;16015;pr;a;a;l;2;C;47.0;444.0;0.33;0.33;0.33;3
16;16015;pr;a;a;l;2;D;43.0;430.0;0.29;0.14;0.51;35
16;16015;pr;a;a;l;2;E;45.0;430.0;0.09;0.27;0.45;11
16;16015;pr;a;a;l;2;VI;33.0;495.0;0.0;0.67;0.0;3
16;16015;pr;a;a;l;3;0;57.0;652.0;0.0;0.2;0.0;5
16;16015;pr;a;a;l;3;B;69.5;476.0;0.5;0.25;0.75;4
16;16015;pr;a;a;l;3;C;68.0;594.0;0.62;0.38;0.38;8
16;16015;pr;a;a;l;3;D;64.0;563.5;0.12;0.12;0.72;40
16;16015;pr;a;a;l;3;E;60.0;518.0;0.0;0.33;0.33;3
16;16015;pr;a;a;l;3;VI;90.0;765.0;0.33;0.33;0.33;3
16;16015;pr;a;a;l;4;0;82.0;525.0;1.0;0.0;1.0;1
16;16015;pr;a;a;l;4;B;111.0;786.0;0.0;0.0;1.0;1
16;16015;pr;a;a;l;4;C;115.0;935.0;0.0;0.0;0.0;1
16;16015;pr;a;a;l;4;D;85.0;646.0;0.0;0.0;1.0;3
16;16015;pr;a;a;l;4;VI;90.0;850.0;0.0;0.0;0.0;1
16;16015;pr;a;a;l;5;0;116.5;730.5;0.0;0.0;0.0;2
16;16015;pr;a;a;l;5;B;105.0;726.0;0.0;1.0;1.0;2
16;16015;pr;a;a;l;5;C;140.0;1110.0;0.0;1.0;1.0;1
16;16015;pr;a;a;l;5;VI;130.0;1145.0;0.0;0.0;1.0;1
16;16015;pr;a;m;l;1;0;35.0;400.0;0.0;0.0;0.0;1
16;16015;pr;a;m;l;2;0;41.5;415.0;0.0;0.5;0.0;2
16;16015;pr;a;m;l;2;D;43.5;480.0;0.0;0.5;0.0;2
16;16015;pr;a;m;l;3;0;77.0;570.0;0.0;1.0;0.0;1
16;16015;pr;a;m;l;3;D;62.5;501.0;0.0;0.5;0.0;2
16;16015;pr;a;m;l;3;E;83.0;640.0;0.0;0.0;0.0;1
16;16015;pr;a;m;l;3;F;66.0;578.0;0.0;0.0;1.0;1
16;16015;pr;a;m;l;4;0;83.0;657.5;0.0;0.0;1.0;2
16;16015;pr;a;m;l;4;C;88.0;634.5;0.0;0.0;0.5;4
16;16015;pr;a;m;l;4;D;83.5;605.0;0.0;0.0;0.0;2
16;16015;pr;a;m;l;5;B;138.0;900.0;0.0;0.0;1.0;1
16;16015;pr;a;m;l;6;C;125.0;873.0;0.0;1.0;1.0;1
16;16015;pr;a;m;l;6;D;134.0;1523.0;0.5;1.0;1.0;2
16;16015;pr;a;m;l;7;VI;165.0;975.0;0.0;0.0;2.0;1
16;16016;pr;a;m;l;3;0;72.0;340.0;0.0;0.0;1.0;1
16;16019;pr;a;a;l;2;E;60.0;410.0;0.0;1.0;0.0;1
16;16020;pa;a;m;l;3;E;70.0;650.0;0.0;0.0;1.0;1
16;16028;pa;a;m;l;3;D;72.0;517.0;0.0;0.0;0.0;1
16;16028;pr;a;a;l;1;0;120.0;270.0;0.0;1.0;1.0;1
16;16028;pr;a;a;l;3;VI;75.5;550.0;0.0;1.0;0.0;2
16;16028;pr;a;a;l;6;0;65.0;270.0;0.0;1.0;1.0;1
16;16028;pr;a;m;l;3;E;72.0;497.0;0.0;1.0;0.0;1
16;16028;pr;a;m;l;3;VI;76.0;680.0;0.0;1.0;0.0;1
16;16028;pr;a;m;l;4;D;78.0;640.0;0.0;1.0;0.0;1
16;16028;pr;a;m;l;5;C;105.0;598.0;0.0;1.0;0.0;1
16;16028;pr;a;m;l;8;VI;200.0;840.0;0.0;1.0;0.0;1
16;16032;pr;a;m;l;3;0;60.0;392.0;0.0;0.0;1.0;1
16;16040;pr;a;m;l;4;D;104.0;635.0;0.0;1.0;0.0;1
16;16056;pr;a;m;l;9;0;337.0;879.0;0.0;1.0;2.0;1
16;16061;pr;a;m;l;6;C;193.0;880.0;0.0;1.0;1.0;1
16;16064;pr;a;a;l;1;E;24.0;200.0;0.0;1.0;0.0;1
16;16064;pr;a;m;l;4;0;92.5;544.5;0.0;0.5;1.0;2
